0.500000     0.500000   3.000000   0.529191 78565.892958 
0.510000     0.500000   3.000000   0.528669 78815.782819 
0.500000     0.510000   3.000000   0.528669 78815.782819 
0.510000     0.510000   3.000000   0.528167 79042.657473 
0.510000     0.510000   3.000000   0.528167 79042.657473 
0.510000     0.510000   3.000000   0.528167 79042.657473 
0.520000     0.500000   3.000000   0.527190 79610.894664 
0.500000     0.520000   3.000000   0.527190 79610.894664 
0.520000     0.510000   3.000000   0.526747 79873.610351 
0.510000     0.520000   3.000000   0.526747 79873.610351 
0.520000     0.520000   4.000000   0.525489 80715.425663 
0.520000     0.520000   4.000000   0.525489 80715.425663 
0.520000     0.520000   4.000000   0.525489 80715.425663 
0.530000     0.500000   4.000000   0.525059 80980.779669 
0.500000     0.530000   4.000000   0.525059 80980.779669 
0.530000     0.510000   4.000000   0.524670 81208.449190 
0.510000     0.530000   4.000000   0.524670 81208.449190 
0.530000     0.520000   4.000000   0.523532 82006.822705 
0.520000     0.530000   4.000000   0.523532 82006.822705 
0.530000     0.530000   5.000000   0.521725 84154.659125 
0.530000     0.530000   5.000000   0.521725 84154.659125 
0.530000     0.530000   5.000000   0.521725 84154.659125 
0.540000     0.500000   5.000000   0.522427 83140.350426 
0.500000     0.540000   5.000000   0.522427 83140.350426 
0.540000     0.510000   5.000000   0.522073 83668.672258 
0.510000     0.540000   5.000000   0.522073 83668.672258 
0.540000     0.520000   6.000000   0.521043 85427.248888 
0.520000     0.540000   6.000000   0.521043 85427.248888 
0.540000     0.530000   5.000000   0.520051 88949.527435 
0.530000     0.540000   5.000000   0.520051 88949.527435 
0.540000     0.540000   5.000000   0.518784 94512.052932 
0.540000     0.540000   5.000000   0.518784 94512.052932 
0.540000     0.540000   5.000000   0.518784 94512.052932 
0.550000     0.500000   5.000000   0.520034 89102.300645 
0.500000     0.550000   5.000000   0.520034 89102.300645 
0.550000     0.510000   5.000000   0.519852 89797.949226 
0.510000     0.550000   5.000000   0.519852 89797.949226 
0.550000     0.520000   5.000000   0.519311 92095.473893 
0.520000     0.550000   5.000000   0.519311 92095.473893 
0.550000     0.530000   5.000000   0.518403 96234.882165 
0.530000     0.550000   5.000000   0.518403 96234.882165 
0.550000     0.540000   5.000000   0.517100 102030.806107 
0.540000     0.550000   5.000000   0.517100 102030.806107 
0.550000     0.550000   5.000000   0.515355 109364.396583 
0.550000     0.550000   5.000000   0.515355 109364.396583 
0.550000     0.550000   5.000000   0.515355 109364.396583 
0.560000     0.500000   5.000000   0.518010 98087.388287 
0.500000     0.560000   5.000000   0.518010 98087.388287 
0.560000     0.510000   5.000000   0.517821 98916.889017 
0.510000     0.560000   5.000000   0.517821 98916.889017 
0.560000     0.520000   5.000000   0.517257 101398.069984 
