0.500000 0.010000 0.044229 
0.500000 0.010000 0.044229 
0.500000 0.020000 0.074530 
0.500000 0.030000 0.099611 
0.500000 0.040000 0.121504 
0.500000 0.050000 0.141627 
0.500000 0.060000 0.159589 
0.500000 0.070000 0.161792 
0.500000 0.080000 0.183682 
0.500000 0.090000 0.196643 
0.500000 0.100000 0.206695 
0.500000 0.110000 0.208249 
0.500000 0.120000 0.206049 
0.500000 0.130000 0.200669 
0.500000 0.140000 0.192600 
0.500000 0.150000 0.181974 
0.500000 0.160000 0.168876 
0.500000 0.170000 0.153357 
0.500000 0.180000 0.136165 
0.500000 0.190000 0.118104 
0.500000 0.200000 0.099254 
0.500000 0.210000 0.079844 
0.500000 0.220000 0.059699 
0.500000 0.230000 0.036317 
0.500000 0.240000 0.015933 
0.500000 0.250000 0.029932 
0.500000 0.260000 0.040973 
0.500000 0.270000 0.051180 
0.500000 0.280000 0.061197 
0.500000 0.290000 0.071207 
0.500000 0.300000 0.081161 
0.500000 0.310000 0.091021 
0.500000 0.320000 0.100802 
0.500000 0.330000 0.110564 
0.500000 0.340000 0.120312 
0.500000 0.350000 0.130075 
0.500000 0.360000 0.139826 
0.500000 0.370000 0.149622 
0.500000 0.380000 0.159460 
0.500000 0.390000 0.169362 
0.500000 0.400000 0.179318 
0.500000 0.410000 0.189340 
0.500000 0.420000 0.199399 
0.500000 0.430000 0.209484 
0.500000 0.440000 0.219584 
0.500000 0.450000 0.229675 
0.500000 0.460000 0.239733 
0.500000 0.470000 0.249753 
0.500000 0.480000 0.259730 
0.500000 0.490000 0.269634 
0.500000 0.500000 0.279477 
0.500000 0.510000 0.289248 
0.500000 0.520000 0.279291 
0.500000 0.530000 0.254106 
0.500000 0.540000 0.232052 
0.500000 0.550000 0.221049 
0.500000 0.560000 0.215089 
0.500000 0.570000 0.210660 
0.500000 0.580000 0.207142 
0.500000 0.590000 0.204017 
0.500000 0.600000 0.200721 
0.500000 0.610000 0.197075 
0.500000 0.620000 0.192845 
0.500000 0.630000 0.188425 
0.500000 0.640000 0.183290 
0.500000 0.650000 0.177530 
0.500000 0.660000 0.171523 
0.500000 0.670000 0.165299 
0.500000 0.680000 0.159295 
0.500000 0.690000 0.153817 
0.500000 0.700000 0.148961 
0.500000 0.710000 0.144318 
0.500000 0.720000 0.139719 
0.500000 0.730000 0.134971 
0.500000 0.740000 0.129717 
0.500000 0.750000 0.123644 
0.500000 0.760000 0.117272 
0.500000 0.770000 0.110990 
0.500000 0.780000 0.106108 
0.500000 0.790000 0.102991 
0.500000 0.800000 0.100704 
0.500000 0.810000 0.098520 
0.500000 0.820000 0.096123 
0.500000 0.830000 0.093334 
0.500000 0.840000 0.090076 
0.500000 0.850000 0.086428 
0.500000 0.860000 0.082419 
0.500000 0.870000 0.078195 
0.500000 0.880000 0.073836 
0.500000 0.890000 0.069411 
0.500000 0.900000 0.064929 
0.500000 0.910000 0.060428 
0.500000 0.920000 0.055918 
0.500000 0.930000 0.051419 
0.500000 0.940000 0.046968 
0.500000 0.950000 0.042566 
0.500000 0.960000 0.038238 
0.500000 0.970000 0.034002 
0.500000 0.980000 0.029882 
0.500000 0.990000 0.025879 
0.500000 1.000000 0.022003 
0.500000 1.010000 0.018220 
0.500000 1.020000 0.014510 
0.500000 1.030000 0.010860 
0.500000 1.040000 0.007259 
0.500000 1.050000 0.003703 
0.500000 1.060000 0.334847 
0.500000 1.070000 0.343870 
0.500000 1.080000 0.352816 
0.500000 1.090000 0.361689 
0.500000 1.100000 0.370585 
0.500000 1.110000 0.379396 
0.500000 1.120000 0.388220 
0.500000 1.130000 0.396997 
0.500000 1.140000 0.405687 
0.500000 1.150000 0.414408 
0.500000 1.160000 0.423047 
0.500000 1.170000 0.431673 
0.500000 1.180000 0.461691 
0.500000 1.190000 0.464477 
0.500000 1.200000 0.460930 
0.500000 1.210000 0.456933 
0.500000 1.220000 0.453394 
0.500000 1.230000 0.447493 
0.500000 1.240000 0.014579 
0.500000 1.250000 0.026481 
0.500000 1.260000 0.038536 
0.500000 1.270000 0.050103 
0.500000 1.280000 0.059061 
0.500000 1.290000 0.065227 
0.500000 1.300000 0.069267 
0.500000 1.310000 0.071705 
0.500000 1.320000 0.072956 
0.500000 1.330000 0.073307 
0.500000 1.340000 0.072954 
0.500000 1.350000 0.072027 
0.500000 1.360000 0.070623 
0.500000 1.370000 0.068810 
0.500000 1.380000 0.066604 
0.500000 1.390000 0.064077 
0.500000 1.400000 0.061295 
0.500000 1.410000 0.058252 
0.500000 1.420000 0.055899 
0.500000 1.430000 0.053334 
0.500000 1.440000 0.050690 
0.500000 1.450000 0.047865 
0.500000 1.460000 0.044949 
0.500000 1.470000 0.041883 
0.500000 1.480000 0.038813 
0.500000 1.490000 0.035421 
0.500000 1.500000 0.031782 
0.500000 1.510000 0.027915 
0.500000 1.520000 0.023793 
0.500000 1.530000 0.019489 
0.500000 1.540000 0.014999 
0.500000 1.550000 0.002942 
0.500000 1.560000 0.008496 
0.500000 1.570000 0.014148 
0.500000 1.580000 0.019857 
0.500000 1.590000 0.025570 
0.500000 1.600000 0.031221 
0.500000 1.610000 0.036750 
0.500000 1.620000 0.042144 
0.500000 1.630000 0.047400 
0.500000 1.640000 0.052527 
0.500000 1.650000 0.057529 
0.500000 1.660000 0.062420 
0.500000 1.670000 0.067211 
0.500000 1.680000 0.071913 
0.500000 1.690000 0.076545 
0.500000 1.700000 0.081117 
0.500000 1.710000 0.085627 
0.500000 1.720000 0.090076 
0.500000 1.730000 0.094469 
0.500000 1.740000 0.098807 
0.500000 1.750000 0.103088 
0.500000 1.760000 0.107318 
0.500000 1.770000 0.111497 
0.500000 1.780000 0.115624 
0.500000 1.790000 0.119706 
0.500000 1.800000 0.123742 
0.500000 1.810000 0.127732 
0.500000 1.820000 0.131681 
0.500000 1.830000 0.135585 
0.500000 1.840000 0.139446 
0.500000 1.850000 0.143269 
0.500000 1.860000 0.147050 
0.500000 1.870000 0.150786 
0.500000 1.880000 0.154483 
0.500000 1.890000 0.158142 
0.500000 1.900000 0.161751 
0.500000 1.910000 0.165319 
0.500000 1.920000 0.168852 
0.500000 1.930000 0.172335 
0.500000 1.940000 0.175777 
0.500000 1.950000 0.179183 
0.500000 1.960000 0.182548 
0.500000 1.970000 0.185869 
0.500000 1.980000 0.189152 
0.500000 1.990000 0.192401 
0.500000 2.000000 0.195602 
0.500000 2.010000 0.198764 
0.500000 2.020000 0.201890 
0.500000 2.030000 0.204982 
0.500000 2.040000 0.208027 
0.500000 2.050000 0.211036 
0.500000 2.060000 0.214011 
0.500000 2.070000 0.216954 
0.500000 2.080000 0.219860 
0.500000 2.090000 0.222727 
0.500000 2.100000 0.225561 
0.500000 2.110000 0.228364 
0.500000 2.120000 0.231139 
0.500000 2.130000 0.233884 
0.500000 2.140000 0.236592 
0.500000 2.150000 0.240461 
0.500000 2.160000 0.251988 
0.500000 2.170000 0.265988 
0.500000 2.180000 0.276391 
0.500000 2.190000 0.276606 
0.500000 2.200000 0.272695 
0.500000 2.210000 0.268160 
0.500000 2.220000 0.263782 
0.500000 2.230000 0.259719 
0.500000 2.240000 0.255930 
0.500000 2.250000 0.252296 
0.500000 2.260000 0.248650 
0.500000 2.270000 0.244871 
0.500000 2.280000 0.240906 
0.500000 2.290000 0.236698 
0.500000 2.300000 0.232214 
0.500000 2.310000 0.227449 
0.500000 2.320000 0.222409 
0.500000 2.330000 0.217084 
0.500000 2.340000 0.211500 
0.500000 2.350000 0.205663 
0.500000 2.360000 0.199567 
0.500000 2.370000 0.193223 
0.500000 2.380000 0.186671 
0.500000 2.390000 0.179973 
0.500000 2.400000 0.173179 
0.500000 2.410000 0.166287 
0.500000 2.420000 0.159270 
0.500000 2.430000 0.152115 
0.500000 2.440000 0.144827 
0.500000 2.450000 0.137395 
0.500000 2.460000 0.129700 
0.500000 2.470000 0.121716 
0.500000 2.480000 0.113491 
0.500000 2.490000 0.105112 
0.500000 2.500000 0.096655 
