  0.500000   0.100000 32788.168552 
  0.500000   0.110000 33373.129603 
  0.500000   0.120000 33867.629598 
  0.500000   0.130000 34291.113317 
  0.500000   0.140000 34657.833507 
  0.500000   0.150000 36287.167000 
  0.500000   0.160000 40363.965520 
  0.500000   0.170000 44111.697118 
  0.500000   0.180000 47329.387426 
  0.500000   0.190000 49745.645297 
  0.500000   0.200000 51306.094645 
  0.500000   0.210000 52367.651564 
  0.500000   0.220000 53334.387424 
  0.500000   0.230000 53924.204884 
  0.500000   0.240000 53524.596136 
  0.500000   0.250000 53772.429791 
  0.500000   0.260000 53173.923189 
  0.500000   0.270000 51714.279222 
  0.500000   0.280000 49685.961551 
  0.500000   0.290000 52387.823898 
  0.500000   0.300000 54688.626481 
  0.500000   0.310000 56526.036208 
  0.500000   0.320000 58189.145578 
  0.500000   0.330000 59489.737998 
  0.500000   0.340000 60547.280416 
  0.500000   0.350000 61434.514739 
  0.500000   0.360000 62221.501913 
  0.500000   0.370000 62948.181066 
  0.500000   0.380000 63650.270804 
  0.500000   0.390000 64357.788236 
  0.500000   0.400000 65030.530782 
  0.500000   0.410000 65679.660629 
  0.500000   0.420000 66223.074350 
  0.500000   0.430000 66767.144458 
  0.500000   0.440000 67341.244826 
  0.500000   0.450000 67843.886716 
  0.500000   0.460000 68311.550185 
  0.500000   0.470000 68739.912098 
  0.500000   0.480000 69146.750065 
  0.500000   0.490000 69607.471831 
  0.500000   0.500000 70548.622386 
  0.500000   0.510000 71468.414586 
  0.500000   0.520000 72373.315248 
  0.500000   0.530000 73265.027309 
  0.500000   0.540000 74146.544178 
  0.500000   0.550000 75017.903767 
  0.500000   0.560000 75879.012789 
  0.500000   0.570000 76732.148143 
  0.500000   0.580000 77589.004244 
  0.500000   0.590000 78443.563695 
  0.500000   0.600000 79293.720927 
  0.500000   0.610000 80138.569128 
  0.500000   0.620000 80983.285005 
  0.500000   0.630000 81825.830484 
  0.500000   0.640000 82662.147228 
  0.500000   0.650000 83492.520691 
  0.500000   0.660000 84314.714873 
  0.500000   0.670000 85086.071119 
  0.500000   0.680000 85823.082525 
  0.500000   0.690000 86535.598646 
  0.500000   0.700000 87227.691115 
  0.500000   0.710000 87898.090360 
  0.500000   0.720000 88481.171526 
  0.500000   0.730000 89007.023897 
  0.500000   0.740000 89492.790590 
  0.500000   0.750000 90101.155317 
  0.500000   0.760000 90724.479557 
  0.500000   0.770000 91274.294129 
  0.500000   0.780000 91768.136498 
  0.500000   0.790000 92224.269957 
  0.500000   0.800000 92649.991209 
  0.500000   0.810000 93049.774992 
  0.500000   0.820000 93402.606562 
  0.500000   0.830000 93709.348824 
  0.500000   0.840000 94138.237682 
  0.500000   0.850000 94538.296169 
  0.500000   0.860000 94914.180832 
  0.500000   0.870000 95259.684067 
  0.500000   0.880000 95553.721561 
  0.500000   0.890000 95815.563089 
  0.500000   0.900000 96052.267533 
  0.500000   0.910000 96267.826171 
  0.500000   0.920000 96536.199220 
  0.500000   0.930000 96832.192456 
  0.500000   0.940000 97091.745596 
  0.500000   0.950000 97325.995739 
  0.500000   0.960000 97539.464170 
  0.500000   0.970000 97735.064366 
  0.500000   0.980000 97912.579723 
  0.500000   0.990000 98062.198626 
  0.500000   1.000000 98192.717945 
  0.500000   1.010000 98308.080762 
  0.500000   1.020000 98493.450092 
  0.500000   1.030000 98679.556543 
  0.500000   1.040000 98848.980621 
  0.500000   1.050000 98993.601700 
  0.500000   1.060000 99121.388022 
  0.500000   1.070000 99235.645705 
  0.500000   1.080000 99338.335266 
  0.500000   1.090000 99431.172966 
  0.500000   1.100000 99517.019288 
  0.500000   1.110000 99589.857878 
  0.500000   1.120000 99651.511183 
  0.500000   1.130000 99704.898869 
  0.500000   1.140000 99762.010185 
  0.500000   1.150000 99863.438968 
  0.500000   1.160000 99956.648780 
  0.500000   1.170000 100042.454008 
  0.500000   1.180000 100119.349321 
  0.500000   1.190000 100184.229892 
  0.500000   1.200000 100240.915249 
  0.500000   1.210000 100290.876727 
  0.500000   1.220000 100335.029275 
  0.500000   1.230000 100374.047000 
  0.500000   1.240000 100408.464020 
  0.500000   1.250000 100438.721085 
  0.500000   1.260000 100465.191484 
  0.500000   1.270000 100487.926783 
  0.500000   1.280000 100506.927977 
  0.500000   1.290000 100522.952807 
  0.500000   1.300000 100536.390830 
  0.500000   1.310000 100547.526569 
  0.500000   1.320000 100556.589247 
  0.500000   1.330000 100563.771386 
  0.500000   1.340000 100569.238537 
  0.500000   1.350000 100573.135284 
  0.500000   1.360000 100733.657692 
  0.500000   1.370000 101154.780365 
  0.500000   1.380000 101572.164543 
  0.500000   1.390000 101986.180186 
  0.500000   1.400000 102396.501520 
  0.500000   1.410000 102803.055435 
  0.500000   1.420000 103205.823361 
  0.500000   1.430000 103604.810139 
  0.500000   1.440000 104000.033749 
  0.500000   1.450000 104391.520481 
  0.500000   1.460000 104779.302237 
  0.500000   1.470000 105163.414840 
  0.500000   1.480000 105543.896900 
  0.500000   1.490000 105920.789014 
  0.500000   1.500000 106294.133178 
  0.500000   1.510000 106661.179185 
  0.500000   1.520000 107002.550084 
  0.500000   1.530000 107327.757203 
  0.500000   1.540000 107640.941550 
  0.500000   1.550000 107944.022786 
  0.500000   1.560000 108238.208727 
  0.500000   1.570000 108524.366686 
  0.500000   1.580000 108803.159366 
  0.500000   1.590000 109075.119319 
  0.500000   1.600000 109340.689155 
  0.500000   1.610000 109600.245936 
  0.500000   1.620000 109854.117011 
  0.500000   1.630000 110102.590838 
  0.500000   1.640000 110345.924680 
  0.500000   1.650000 110584.350255 
  0.500000   1.660000 110818.077996 
  0.500000   1.670000 111053.403229 
  0.500000   1.680000 111336.923929 
  0.500000   1.690000 111608.990034 
  0.500000   1.700000 111871.997883 
  0.500000   1.710000 112127.226458 
  0.500000   1.720000 112375.522856 
  0.500000   1.730000 112617.509447 
  0.500000   1.740000 112853.672850 
  0.500000   1.750000 113084.409715 
  0.500000   1.760000 113310.053120 
  0.500000   1.770000 113530.889063 
  0.500000   1.780000 113747.167387 
  0.500000   1.790000 113959.109373 
  0.500000   1.800000 114166.913198 
  0.500000   1.810000 114370.757990 
  0.500000   1.820000 114570.806917 
  0.500000   1.830000 114767.209588 
  0.500000   1.840000 114960.103950 
  0.500000   1.850000 115140.832146 
  0.500000   1.860000 115308.605863 
  0.500000   1.870000 115467.887690 
  0.500000   1.880000 115620.143777 
  0.500000   1.890000 115766.253645 
  0.500000   1.900000 115906.838342 
  0.500000   1.910000 116042.374709 
  0.500000   1.920000 116173.248075 
  0.500000   1.930000 116299.780693 
  0.500000   1.940000 116422.248743 
  0.500000   1.950000 116540.893285 
  0.500000   1.960000 116693.445213 
  0.500000   1.970000 116874.041852 
  0.500000   1.980000 117051.342286 
  0.500000   1.990000 117225.482846 
  0.500000   2.000000 117396.588008 
  0.500000   2.010000 117564.772150 
  0.500000   2.020000 117730.140936 
  0.500000   2.030000 117892.792449 
  0.500000   2.040000 118052.750300 
  0.500000   2.050000 118201.655220 
  0.500000   2.060000 118341.939227 
  0.500000   2.070000 118476.008295 
  0.500000   2.080000 118604.841670 
  0.500000   2.090000 118729.048400 
  0.500000   2.100000 118849.065780 
  0.500000   2.110000 118965.232923 
  0.500000   2.120000 119077.825752 
  0.500000   2.130000 119187.076234 
  0.500000   2.140000 119293.184035 
  0.500000   2.150000 119396.324078 
  0.500000   2.160000 119496.651733 
  0.500000   2.170000 119594.306514 
  0.500000   2.180000 119689.414813 
  0.500000   2.190000 119782.091980 
  0.500000   2.200000 119872.443935 
  0.500000   2.210000 119994.496755 
  0.500000   2.220000 120138.046117 
  0.500000   2.230000 120279.420074 
  0.500000   2.240000 120418.688231 
  0.500000   2.250000 120555.915775 
  0.500000   2.260000 120691.163954 
  0.500000   2.270000 120822.940212 
  0.500000   2.280000 120946.003965 
  0.500000   2.290000 121063.581852 
  0.500000   2.300000 121176.818423 
  0.500000   2.310000 121286.299994 
  0.500000   2.320000 121392.414395 
  0.500000   2.330000 121495.448805 
  0.500000   2.340000 121595.630137 
  0.500000   2.350000 121693.145396 
  0.500000   2.360000 121788.153288 
  0.500000   2.370000 121880.791433 
  0.500000   2.380000 121971.181140 
  0.500000   2.390000 122059.430723 
  0.500000   2.400000 122145.637889 
  0.500000   2.410000 122229.891528 
  0.500000   2.420000 122312.273073 
  0.500000   2.430000 122392.857569 
  0.500000   2.440000 122474.842681 
  0.500000   2.450000 122615.472342 
  0.500000   2.460000 122872.806928 
  0.500000   2.470000 123128.030918 
  0.500000   2.480000 123381.177584 
  0.500000   2.490000 123632.279008 
  0.500000   2.500000 123881.366180 
  0.600000   0.100000 33154.256201 
  0.600000   0.110000 33634.805622 
  0.600000   0.120000 34166.583059 
  0.600000   0.130000 34622.331333 
  0.600000   0.140000 35017.242560 
  0.600000   0.150000 36934.207256 
  0.600000   0.160000 40887.709371 
  0.600000   0.170000 44889.041498 
  0.600000   0.180000 48016.149033 
  0.600000   0.190000 50134.025546 
  0.600000   0.200000 51513.940530 
  0.600000   0.210000 52740.648881 
  0.600000   0.220000 53829.261805 
  0.600000   0.230000 54525.635043 
  0.600000   0.240000 54054.052314 
  0.600000   0.250000 54390.841341 
  0.600000   0.260000 54032.857667 
  0.600000   0.270000 52345.360540 
  0.600000   0.280000 50281.636962 
  0.600000   0.290000 52802.291060 
  0.600000   0.300000 55157.807492 
  0.600000   0.310000 57271.928977 
  0.600000   0.320000 58838.509336 
  0.600000   0.330000 60091.979699 
  0.600000   0.340000 61198.115569 
  0.600000   0.350000 62089.908060 
  0.600000   0.360000 62858.650506 
  0.600000   0.370000 63553.312811 
  0.600000   0.380000 64211.820058 
  0.600000   0.390000 64873.570109 
  0.600000   0.400000 65545.570399 
  0.600000   0.410000 66187.733217 
  0.600000   0.420000 66815.552704 
  0.600000   0.430000 67387.101837 
  0.600000   0.440000 67853.937977 
  0.600000   0.450000 68276.495162 
  0.600000   0.460000 68651.642058 
  0.600000   0.470000 69004.620670 
  0.600000   0.480000 69356.415985 
  0.600000   0.490000 70073.423042 
  0.600000   0.500000 71031.564890 
  0.600000   0.510000 71969.925006 
  0.600000   0.520000 72892.035682 
  0.600000   0.530000 73801.803483 
  0.600000   0.540000 74699.280468 
  0.600000   0.550000 75585.688708 
  0.600000   0.560000 76471.037214 
  0.600000   0.570000 77362.654596 
  0.600000   0.580000 78252.420524 
  0.600000   0.590000 79135.712643 
  0.600000   0.600000 80013.524910 
  0.600000   0.610000 80893.515860 
  0.600000   0.620000 81771.382421 
  0.600000   0.630000 82645.208757 
  0.600000   0.640000 83514.017660 
  0.600000   0.650000 84360.809047 
  0.600000   0.660000 85147.098087 
  0.600000   0.670000 85899.109271 
  0.600000   0.680000 86625.262536 
  0.600000   0.690000 87329.647718 
  0.600000   0.700000 88003.667015 
  0.600000   0.710000 88578.323604 
  0.600000   0.720000 89197.268708 
  0.600000   0.730000 89871.362337 
  0.600000   0.740000 90525.211295 
  0.600000   0.750000 91160.898253 
  0.600000   0.760000 91714.098267 
  0.600000   0.770000 92204.300640 
  0.600000   0.780000 92652.797275 
  0.600000   0.790000 93067.942042 
  0.600000   0.800000 93454.819136 
  0.600000   0.810000 93942.394547 
  0.600000   0.820000 94413.801391 
  0.600000   0.830000 94842.659579 
  0.600000   0.840000 95238.728289 
  0.600000   0.850000 95607.420750 
  0.600000   0.860000 95951.047191 
  0.600000   0.870000 96237.660692 
  0.600000   0.880000 96484.132105 
  0.600000   0.890000 96760.507510 
  0.600000   0.900000 97113.602962 
  0.600000   0.910000 97443.738528 
  0.600000   0.920000 97743.732951 
  0.600000   0.930000 97994.736011 
  0.600000   0.940000 98215.421218 
  0.600000   0.950000 98412.369546 
  0.600000   0.960000 98589.357933 
  0.600000   0.970000 98749.018453 
  0.600000   0.980000 98884.950633 
  0.600000   0.990000 99086.822079 
  0.600000   1.000000 99295.187480 
  0.600000   1.010000 99483.000962 
  0.600000   1.020000 99653.308519 
  0.600000   1.030000 99808.295368 
  0.600000   1.040000 99942.009339 
  0.600000   1.050000 100053.371315 
  0.600000   1.060000 100149.345151 
  0.600000   1.070000 100232.634921 
  0.600000   1.080000 100305.010483 
  0.600000   1.090000 100367.791403 
  0.600000   1.100000 100421.010418 
  0.600000   1.110000 100459.955206 
  0.600000   1.120000 100562.795739 
  0.600000   1.130000 100653.622721 
  0.600000   1.140000 100733.950426 
  0.600000   1.150000 100805.087753 
  0.600000   1.160000 100868.050324 
  0.600000   1.170000 100923.663523 
  0.600000   1.180000 100967.936167 
  0.600000   1.190000 101002.253406 
  0.600000   1.200000 101029.264941 
  0.600000   1.210000 101051.122560 
  0.600000   1.220000 101068.548844 
  0.600000   1.230000 101081.877590 
  0.600000   1.240000 101091.457263 
  0.600000   1.250000 101097.622044 
  0.600000   1.260000 101100.672419 
  0.600000   1.270000 101101.048963 
  0.600000   1.280000 101099.179289 
  0.600000   1.290000 101095.340127 
  0.600000   1.300000 101089.752374 
  0.600000   1.310000 101082.599933 
  0.600000   1.320000 101074.039662 
  0.600000   1.330000 101064.207471 
  0.600000   1.340000 101053.222450 
  0.600000   1.350000 101048.629969 
  0.600000   1.360000 101071.076047 
  0.600000   1.370000 101476.463138 
  0.600000   1.380000 101877.961020 
  0.600000   1.390000 102275.555526 
  0.600000   1.400000 102669.258225 
  0.600000   1.410000 103059.098782 
  0.600000   1.420000 103445.114306 
  0.600000   1.430000 103827.346321 
  0.600000   1.440000 104205.839232 
  0.600000   1.450000 104580.639364 
  0.600000   1.460000 104951.794305 
  0.600000   1.470000 105319.352433 
  0.600000   1.480000 105683.362555 
  0.600000   1.490000 106043.873638 
  0.600000   1.500000 106400.934595 
  0.600000   1.510000 106742.854903 
  0.600000   1.520000 107059.097452 
  0.600000   1.530000 107360.423615 
  0.600000   1.540000 107649.982461 
  0.600000   1.550000 107929.496497 
  0.600000   1.560000 108200.116127 
  0.600000   1.570000 108462.689281 
  0.600000   1.580000 108717.879492 
  0.600000   1.590000 109026.634817 
  0.600000   1.600000 109341.061703 
  0.600000   1.610000 109652.476309 
  0.600000   1.620000 109960.928333 
  0.600000   1.630000 110266.466111 
  0.600000   1.640000 110569.136709 
  0.600000   1.650000 110868.985985 
  0.600000   1.660000 111166.058655 
  0.600000   1.670000 111450.705056 
  0.600000   1.680000 111715.111051 
  0.600000   1.690000 111967.671254 
  0.600000   1.700000 112210.840797 
  0.600000   1.710000 112445.971092 
  0.600000   1.720000 112673.967503 
  0.600000   1.730000 112895.498726 
  0.600000   1.740000 113111.088838 
  0.600000   1.750000 113321.165338 
  0.600000   1.760000 113526.087111 
  0.600000   1.770000 113726.162024 
  0.600000   1.780000 113921.672837 
  0.600000   1.790000 114112.889457 
  0.600000   1.800000 114300.009587 
  0.600000   1.810000 114483.220678 
  0.600000   1.820000 114662.694152 
  0.600000   1.830000 114838.587979 
  0.600000   1.840000 115011.047825 
  0.600000   1.850000 115175.436088 
  0.600000   1.860000 115324.838227 
  0.600000   1.870000 115468.944078 
  0.600000   1.880000 115673.858702 
  0.600000   1.890000 115872.363946 
  0.600000   1.900000 116065.187536 
  0.600000   1.910000 116252.862297 
  0.600000   1.920000 116435.803464 
  0.600000   1.930000 116614.348410 
  0.600000   1.940000 116788.779542 
  0.600000   1.950000 116959.338600 
  0.600000   1.960000 117126.236125 
  0.600000   1.970000 117289.658039 
  0.600000   1.980000 117449.770372 
  0.600000   1.990000 117606.722779 
  0.600000   2.000000 117760.651213 
  0.600000   2.010000 117911.680000 
  0.600000   2.020000 118059.923488 
  0.600000   2.030000 118205.487369 
  0.600000   2.040000 118348.469761 
  0.600000   2.050000 118488.185957 
  0.600000   2.060000 118616.349637 
  0.600000   2.070000 118736.779267 
  0.600000   2.080000 118851.385843 
  0.600000   2.090000 118961.059078 
  0.600000   2.100000 119066.370504 
  0.600000   2.110000 119167.736921 
  0.600000   2.120000 119265.484418 
  0.600000   2.130000 119406.547499 
  0.600000   2.140000 119556.825808 
  0.600000   2.150000 119703.992867 
  0.600000   2.160000 119848.216471 
  0.600000   2.170000 119989.644146 
  0.600000   2.180000 120128.407190 
